time,temperature_2m,apparent_temperature,sunrise (iso8601),sunset (iso8601),precipitation,rain,precipitation_hours (h),wind_speed_10m,wind_gusts_10m,wind_direction_10m,Elevation,cloud_cover_mean (%),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),et0_fao_evapotranspiration_sum (mm),cloudburst
03-08-2002,22.6,27,2002-08-03T07:04,2002-08-03T20:38,194.1,194.1,22,5.1,22.3,166,1020,77,100,1001.5,2.6,1
04-08-2002,22.8,27.1,2002-08-04T07:05,2002-08-04T20:37,13.6,13.6,19,3.6,24.5,55,1020,85,100,1002.8,3.3,0
05-08-2002,24,28,2002-08-05T07:06,2002-08-05T20:36,5.1,5.1,8,7.4,20.5,262,1020,89,93,1003.9,3.95,0
06-08-2002,24.1,28.4,2002-08-06T07:06,2002-08-06T20:36,9.8,9.8,13,6.6,19.8,341,1020,92,98,1004.5,2.15,0
07-08-2002,24.5,29,2002-08-07T07:07,2002-08-07T20:35,3.7,3.7,7,7.6,25.9,255,1020,84,99,1003.8,2.39,0
08-08-2002,25.4,29.9,2002-08-08T07:08,2002-08-08T20:34,2.2,2.2,7,7.6,25.6,263,1020,77,99,1003.4,3.25,0
09-08-2002,24.9,29.3,2002-08-09T07:08,2002-08-09T20:33,7.6,7.6,13,8.8,27,247,1020,88,100,1003.4,3.03,0
10-08-2002,24.1,28.8,2002-08-10T07:09,2002-08-10T20:32,12.6,12.6,20,7.9,26.6,202,1020,86,100,1003.2,2.67,0
11-08-2002,22.6,27.2,2002-08-11T07:09,2002-08-11T20:31,119.1,119.1,24,5.9,31,169,1020,95,100,1002.1,2.44,1
12-08-2002,22.8,27.1,2002-08-12T07:10,2002-08-12T20:30,65.9,65.9,24,5.2,29.9,131,1020,100,100,1004.5,0.57,0
13-08-2002,22.4,26.3,2002-08-13T07:11,2002-08-13T20:29,18.5,18.5,24,8.7,34.6,96,1020,98,98,1005,3.4,0
14-08-2002,22.6,26.5,2002-08-14T07:11,2002-08-14T20:28,20,20,19,5.2,17.3,353,1020,100,96,1004.2,1.48,0
15-08-2002,23.5,27.2,2002-08-15T07:12,2002-08-15T20:27,5,5,8,9.6,29.5,300,1020,96,90,1004.3,0.99,0
16-08-2002,24,27.7,2002-08-16T07:12,2002-08-16T20:26,2,2,7,8.5,27,255,1020,93,93,1004.2,1.31,0
17-08-2002,24.5,28.4,2002-08-17T07:13,2002-08-17T20:25,1.2,1.2,7,6.8,22.3,181,1020,100,93,1004.6,1.81,0
18-08-2002,23.7,27.7,2002-08-18T07:14,2002-08-18T20:24,6.3,6.3,16,7.4,24.1,169,1020,52,91,1003.6,2.91,0
19-08-2002,23.4,27.3,2002-08-19T07:14,2002-08-19T20:23,3.7,3.7,11,8.2,25.9,266,1020,75,95,1004.1,3.29,0
20-08-2002,23.8,27.7,2002-08-20T07:15,2002-08-20T20:22,4.8,4.8,15,6.2,25.6,188,1020,76,98,1005.9,3.46,0
21-08-2002,22.6,26.2,2002-08-21T07:15,2002-08-21T20:21,9.9,9.9,10,8,23.8,178,1020,75,100,1005.2,3.94,0
22-08-2002,21.8,25.4,2002-08-22T07:16,2002-08-22T20:20,24.2,24.2,16,5.8,18.4,236,1020,56,96,1002.6,4.16,0
23-08-2002,22.5,26.2,2002-08-23T07:17,2002-08-23T20:19,1.4,1.4,8,5.4,20.5,284,1020,41,99,1003.2,3.45,0
24-08-2002,23.3,26.7,2002-08-24T07:17,2002-08-24T20:18,1.7,1.7,7,5.2,18,344,1020,25,100,1005.5,4.1,0
25-08-2002,23.8,27.7,2002-08-25T07:18,2002-08-25T20:17,8.8,8.8,12,5.3,22,209,1020,22,95,1006.7,3.86,0
26-08-2002,22.8,26.8,2002-08-26T07:18,2002-08-26T20:16,13.2,13.2,14,5.9,22.3,216,1020,16,78,1006.9,4.09,0
27-08-2002,22.6,26.3,2002-08-27T07:19,2002-08-27T20:15,6.5,6.5,13,8,28.1,261,1020,12,72,1006.3,4.15,0
28-08-2002,23.2,27.5,2002-08-28T07:19,2002-08-28T20:13,9.3,9.3,18,5.3,20.9,251,1020,33,71,1004.9,4.23,0
29-08-2002,23.4,27.4,2002-08-29T07:20,2002-08-29T20:12,24.1,24.1,16,5.7,27,72,1020,48,69,1004.2,3.61,0
30-08-2002,23.2,27,2002-08-30T07:20,2002-08-30T20:11,8.9,8.9,12,8.2,25.2,350,1020,10,72,1003.9,4.41,0
01-12-2023,26.5,30.3,2023-12-01T07:46,2023-12-01T19:25,1.8,1.8,4,20.1,38.2,15,3,34,69,1010.7,5.7,0
02-12-2023,27,31.9,2023-12-02T07:47,2023-12-02T19:26,0.6,0.6,2,11.3,21.2,326,3,41,72,1011,4.16,0
03-12-2023,26.5,32.1,2023-12-03T07:47,2023-12-03T19:26,0.4,0.4,4,9.4,20.9,239,3,44,68,1011.8,5.47,0
04-12-2023,27,32.8,2023-12-04T07:48,2023-12-04T19:26,3.1,3.1,6,10.6,25.9,200,3,0,64,1011.5,5.49,0
05-12-2023,27.6,33.3,2023-12-05T07:48,2023-12-05T19:26,0.7,0.7,4,14.2,28.8,194,3,20,68,1011.4,5.36,0
06-12-2023,27.5,32.8,2023-12-06T07:49,2023-12-06T19:27,0.8,0.8,5,15.1,28.1,192,3,37,69,1012,2.38,0
07-12-2023,27.7,32.9,2023-12-07T07:49,2023-12-07T19:27,0.3,0.3,2,14.1,27.4,183,3,2,67,1012.2,4.93,0
08-12-2023,26.7,32,2023-12-08T07:50,2023-12-08T19:28,2.4,2.4,5,13.1,28.4,127,3,18,69,1011.3,4.31,0
09-12-2023,26.2,30.9,2023-12-09T07:50,2023-12-09T19:28,10.6,10.6,15,13.9,26.6,32,3,56,77,1010.2,3.4,0
10-12-2023,26.5,30.4,2023-12-10T07:51,2023-12-10T19:28,9.2,9.2,21,20.9,35.3,39,3,62,80,1009.8,3.87,0
11-12-2023,26,29.7,2023-12-11T07:51,2023-12-11T19:29,20.5,20.5,18,17.2,34.2,33,3,58,72,1009.9,4.01,0
12-12-2023,26.3,29.7,2023-12-12T07:52,2023-12-12T19:29,7.5,7.5,15,18.6,36.4,32,3,42,66,1010.3,4.06,0
13-12-2023,26.4,28.6,2023-12-13T07:52,2023-12-13T19:30,0,0,0,23.5,45.4,25,3,77,61,1010.2,5.07,0
14-12-2023,26.4,28.4,2023-12-14T07:53,2023-12-14T19:30,0.7,0.7,3,21.7,42.1,17,3,65,63,1009.9,4.71,0
15-12-2023,26.4,29.3,2023-12-15T07:53,2023-12-15T19:30,12.3,12.3,10,25.8,48.2,23,3,74,71,1010.2,3.31,0
16-12-2023,25,27.8,2023-12-16T07:54,2023-12-16T19:31,31.2,31.2,13,19.7,34.9,6,3,73,74,1011.2,2.34,0
17-12-2023,24.7,27.1,2023-12-17T07:54,2023-12-17T19:31,64.9,64.9,24,30.9,54.7,29,3,25,63,1011.5,4.79,0
18-12-2023,24.9,27.4,2023-12-18T07:55,2023-12-18T19:32,342.9,342.9,24,30.3,61.2,47,3,62,59,1011.5,4.28,1
19-12-2023,25.2,27.8,2023-12-19T07:55,2023-12-19T19:32,18,18,21,23.9,46.4,19,3,53,57,1010.6,5.73,0
20-12-2023,25.7,27.8,2023-12-20T07:56,2023-12-20T19:33,0.5,0.5,5,22.4,41.8,15,3,71,66,1010.5,6.06,0
21-12-2023,26,28.7,2023-12-21T07:56,2023-12-21T19:33,2.2,2.2,8,24.9,46.4,28,3,4,66,1010.8,5.85,0
22-12-2023,26.1,28.9,2023-12-22T07:57,2023-12-22T19:34,0.5,0.5,4,20.7,39.2,25,3,18,64,1011.4,4.94,0
23-12-2023,26,28.8,2023-12-23T07:57,2023-12-23T19:34,0,0,0,20.1,37.1,29,3,0,60,1012.5,5.76,0
24-12-2023,26.3,28.8,2023-12-24T07:58,2023-12-24T19:35,0.2,0.2,1,24.2,47.2,23,3,0,60,1012.3,5.72,0
25-12-2023,26.4,29,2023-12-25T07:58,2023-12-25T19:35,0.2,0.2,2,23,42.8,36,3,0,61,1010.9,5.66,0
26-12-2023,26.5,28.6,2023-12-26T07:59,2023-12-26T19:36,0.5,0.5,4,23.6,45,28,3,10,58,1010.3,5.39,0
27-12-2023,26.5,28.3,2023-12-27T07:59,2023-12-27T19:36,0.7,0.7,4,29.8,54.7,24,3,5,66,1010.4,4.97,0
28-12-2023,26.4,28.6,2023-12-28T08:00,2023-12-28T19:37,2,2,10,28,54,34,3,51,85,1011.4,3.67,0
29-12-2023,26.4,29.2,2023-12-29T08:00,2023-12-29T19:37,3.2,3.2,12,24.1,46.1,36,3,55,83,1011.5,3.96,0
30-12-2023,26.5,28.9,2023-12-30T08:01,2023-12-30T19:38,2,2,10,24.5,45.4,34,3,55,87,1011.4,4.21,0
31-12-2023,26.5,29.2,2023-12-31T08:01,2023-12-31T19:38,2.7,2.7,8,22.5,42.1,34,3,35,78,1010.9,4.45,0
02-07-2005,26.2,29.3,2005-07-02T07:34,2005-07-02T20:50,46.1,46.1,24,27,49,232,6,84,93,1007.1,2,0
03-07-2005,26.3,29.6,2005-07-03T07:35,2005-07-03T20:50,24.5,24.5,24,23.9,48.6,232,6,92,94,1006.6,1.2,0
04-07-2005,26.4,29.8,2005-07-04T07:35,2005-07-04T20:50,22.9,22.9,24,24.7,45.4,227,6,93,94,1006.7,2.57,0
05-07-2005,27.4,30.6,2005-07-05T07:35,2005-07-05T20:50,9.7,9.7,24,29.3,52.2,237,6,79,94,1005.9,2.45,0
06-07-2005,27.9,31.2,2005-07-06T07:36,2005-07-06T20:50,6.1,6.1,22,29.2,51.1,241,6,78,93,1004.7,4.17,0
07-07-2005,28,31.7,2005-07-07T07:36,2005-07-07T20:50,6.6,6.6,23,24.6,41,254,6,90,92,1005,3.79,0
08-07-2005,27.8,32.1,2005-07-08T07:36,2005-07-08T20:50,3.3,3.3,18,20,32,255,6,97,93,1005.9,3.1,0
09-07-2005,28.1,32.4,2005-07-09T07:37,2005-07-09T20:50,4.2,4.2,17,21.7,36.7,255,6,90,94,1004.6,3.06,0
10-07-2005,27.6,32.3,2005-07-10T07:37,2005-07-10T20:50,7,7,22,16.3,34.2,250,6,100,96,1004.2,0.76,0
11-07-2005,27,31.4,2005-07-11T07:37,2005-07-11T20:50,6.8,6.8,19,17.4,33.8,230,6,99,96,1006,0.93,0
12-07-2005,26.3,30.7,2005-07-12T07:38,2005-07-12T20:50,9.8,9.8,24,18.9,35.3,227,6,66,94,1008.3,2.47,0
13-07-2005,26.6,31.5,2005-07-13T07:38,2005-07-13T20:49,7.1,7.1,24,14.6,31.7,234,6,53,92,1009.3,4.17,0
14-07-2005,27.3,32.5,2005-07-14T07:38,2005-07-14T20:49,4.3,4.3,16,16.4,29.5,230,6,77,89,1008.6,2.98,0
15-07-2005,27.4,33.1,2005-07-15T07:39,2005-07-15T20:49,3.2,3.2,16,17,29.2,249,6,79,88,1007.2,3.04,0
16-07-2005,27.2,32.8,2005-07-16T07:39,2005-07-16T20:49,2.1,2.1,13,12.8,27.4,240,6,81,89,1006.9,4.06,0
17-07-2005,27.1,32.8,2005-07-17T07:40,2005-07-17T20:49,1.3,1.3,9,13,25.2,254,6,69,89,1006.9,3.66,0
18-07-2005,27.4,33.4,2005-07-18T07:40,2005-07-18T20:49,5.9,5.9,8,13.6,25.2,244,6,60,91,1006.9,3.73,0
19-07-2005,27.2,32.8,2005-07-19T07:40,2005-07-19T20:48,11.6,11.6,17,13.6,24.5,240,6,55,89,1006.5,4.44,0
20-07-2005,26.8,32,2005-07-20T07:41,2005-07-20T20:48,17.1,17.1,21,15.3,28.8,252,6,92,89,1004,5.24,0
21-07-2005,26.5,31.1,2005-07-21T07:41,2005-07-21T20:48,31.4,31.4,23,16.4,33.8,240,6,96,91,1003,4.81,0
22-07-2005,26.5,31.1,2005-07-22T07:41,2005-07-22T20:48,7.8,7.8,24,16.1,33.1,239,6,97,93,1003.6,1.49,0
23-07-2005,26.7,31.1,2005-07-23T07:42,2005-07-23T20:47,9,9,23,16.9,36.4,235,6,89,94,1005.7,1.96,0
24-07-2005,25.9,29.8,2005-07-24T07:42,2005-07-24T20:47,11.6,11.6,24,18.9,37.8,244,6,96,96,1005.5,0.79,0
25-07-2005,25.7,29.4,2005-07-25T07:42,2005-07-25T20:47,24.9,24.9,24,23,40.3,262,6,93,92,1005.1,0.7,0
26-07-2005,25.9,29.2,2005-07-26T07:43,2005-07-26T20:46,66.3,66.3,24,27.8,47.5,267,6,70,90,1007,3.83,0
27-07-2005,26,29.4,2005-07-27T07:43,2005-07-27T20:46,60.3,60.3,24,24.8,46.4,261,6,97,92,1007.6,1.67,0
28-07-2005,25.9,28.8,2005-07-28T07:44,2005-07-28T20:46,48.6,48.6,24,25.4,51.8,249,6,97,94,1006.5,1.7,0
29-07-2005,25.3,27.9,2005-07-29T07:44,2005-07-29T20:45,31.4,31.4,24,26.9,48.6,239,6,97,94,1005.9,1.87,0
30-07-2005,26.1,29.2,2005-07-30T07:44,2005-07-30T20:45,42.6,42.6,24,28.1,46.1,246,6,80,94,1007,1.57,0
31-07-2005,25.6,29,2005-07-31T07:45,2005-07-31T20:44,51.2,51.2,24,25.2,44.6,255,6,86,93,1008.4,2.45,0
29-06-2017,28.4,33.6,2017-06-29T06:49,2017-06-29T20:52,3.7,3.7,7,18.4,37.4,114,294,12,70,995.2,5.49,0
30-06-2017,28,34.1,2017-06-30T06:49,2017-06-30T20:52,9.7,9.7,11,8.8,21.6,157,294,13,65,994.4,5.29,0
01-07-2017,28.6,34.9,2017-07-01T06:50,2017-07-01T20:52,12.5,12.5,16,11.5,20.9,172,294,22,82,995.8,4.52,0
02-07-2017,26.7,32.2,2017-07-02T06:50,2017-07-02T20:52,7.3,7.3,15,14.7,30.2,155,294,40,92,997.7,3.52,0
03-07-2017,28.1,34.2,2017-07-03T06:50,2017-07-03T20:52,0.6,0.6,6,7.9,23.4,175,294,18,85,997.2,4.88,0
04-07-2017,27.7,33.6,2017-07-04T06:51,2017-07-04T20:52,3.4,3.4,15,12.6,34.9,134,294,16,94,997,5.12,0
05-07-2017,27.9,33.6,2017-07-05T06:51,2017-07-05T20:52,13.7,13.7,17,15.6,35.6,164,294,40,93,997.2,5.21,0
06-07-2017,26.9,32.3,2017-07-06T06:52,2017-07-06T20:52,7.4,7.4,10,11.2,33.8,149,294,83,98,996.7,4.13,0
07-07-2017,26.9,33.1,2017-07-07T06:52,2017-07-07T20:51,3.8,3.8,10,8,18.7,150,294,59,100,997.6,3.67,0
08-07-2017,29.3,35.6,2017-07-08T06:53,2017-07-08T20:51,0.9,0.9,5,7.2,22,310,294,30,97,997.7,4.37,0
09-07-2017,29.9,36.1,2017-07-09T06:53,2017-07-09T20:51,1.2,1.2,6,13.4,31.7,189,294,62,97,997.3,3.1,0
10-07-2017,28,34,2017-07-10T06:54,2017-07-10T20:51,6.2,6.2,10,12.9,33.8,139,294,47,84,997,3.13,0
11-07-2017,26.8,31.8,2017-07-11T06:54,2017-07-11T20:51,4,4,13,12.9,27.7,157,294,72,92,996.7,4.23,0
12-07-2017,25.3,30.5,2017-07-12T06:55,2017-07-12T20:50,97.2,97.2,17,15.6,45,134,294,97,91,997.5,3.43,1
13-07-2017,28.3,33.8,2017-07-13T06:55,2017-07-13T20:50,0,0,0,8.7,20.2,174,294,81,92,996.7,4.53,0
14-07-2017,28.5,34.5,2017-07-14T06:56,2017-07-14T20:50,4.6,4.6,4,11.9,29.9,96,294,93,96,996.6,3.27,0
15-07-2017,28,33.8,2017-07-15T06:56,2017-07-15T20:49,4.5,4.5,7,11.3,25.6,137,294,71,88,997.1,3.49,0
16-07-2017,29,35,2017-07-16T06:57,2017-07-16T20:49,1.3,1.3,3,9.4,24.1,135,294,84,80,998.4,3.07,0
17-07-2017,28.3,34.7,2017-07-17T06:57,2017-07-17T20:49,3.5,3.5,9,9.3,31.3,116,294,69,94,999,3.09,0
18-07-2017,29.3,35.4,2017-07-18T06:58,2017-07-18T20:48,0.1,0.1,1,10.9,20.5,46,294,69,96,1000.1,4.16,0
19-07-2017,30.2,36.3,2017-07-19T06:58,2017-07-19T20:48,0,0,0,9,23.4,345,294,99,96,1001,3.85,0
20-07-2017,27.8,33.4,2017-07-20T06:59,2017-07-20T20:47,14,14,8,15.7,29.9,123,294,74,97,1001.2,2.88,0
21-07-2017,28.9,34.9,2017-07-21T07:00,2017-07-21T20:47,2.8,2.8,5,12.1,28.4,139,294,82,99,1000.1,3.31,0
22-07-2017,27.7,33,2017-07-22T07:00,2017-07-22T20:46,14.1,14.1,16,14,30.6,142,294,82,100,999.8,3.75,0
23-07-2017,28.1,34.4,2017-07-23T07:01,2017-07-23T20:46,6.4,6.4,4,12.9,29.2,98,294,100,100,1001.2,1.92,0
24-07-2017,27.9,33.8,2017-07-24T07:01,2017-07-24T20:45,5.8,5.8,4,13,34.2,132,294,78,100,1002,3.12,0
25-07-2017,27.3,32.9,2017-07-25T07:02,2017-07-25T20:45,11,11,5,10.7,38.5,143,294,78,100,1001.5,3.26,0
26-07-2017,27.5,33.3,2017-07-26T07:03,2017-07-26T20:44,7.4,7.4,7,7.1,25.9,126,294,25,99,1000.8,4.49,0
27-07-2017,27.7,33.2,2017-07-27T07:03,2017-07-27T20:44,4.3,4.3,6,7.9,22,90,294,13,97,999.1,4.85,0
28-07-2017,28.5,33.8,2017-07-28T07:04,2017-07-28T20:43,0.6,0.6,3,12.4,28.8,142,294,19,100,999.5,4.11,0
29-07-2017,27.9,33.8,2017-07-29T07:04,2017-07-29T20:42,10.5,10.5,9,16.5,41,129,294,18,99,999.8,4.49,0
30-07-2017,27.7,32.7,2017-07-30T07:05,2017-07-30T20:42,6,6,3,14.5,35.3,149,294,40,99,1000.9,4.44,0
31-07-2017,26.3,30.8,2017-07-31T07:05,2017-07-31T20:41,9.1,9.1,17,15,32,150,294,75,96,1001.2,4.75,0
